t (s), x (mm), y (mm), theta (rad), v (mm/s), omega (rad/s)
4.53, 897, 205, -2.4936577449023996, 62.507999999999996, -0.0010546439768513358
4.54, 896, 205, -2.494041251803073, 62.507999999999996, -0.0010546439768513358
4.55, 896, 205, -2.494137128528241, 62.507999999999996, -0.0010546439768513358
4.5600000000000005, 895, 204, -2.4947123888792513, 62.507999999999996, -0.0012463974271879426
4.57, 895, 204, -2.5458146833939566, 62.507999999999996, 0.0007670138013464262
4.59, 894, 203, -2.546581697195303, 62.507999999999996, 0.0005752603510098196
4.6, 893, 203, -2.5466775739204714, 62.507999999999996, 0.0005752603510098196
4.61, 893, 200, -2.5466775739204714, 62.507999999999996, 0.0
4.63, 892, 199, -2.546294067019798, 62.507999999999996, -0.00019175345033660654
4.64, 882, 198, -2.546102313569462, 62.507999999999996, -0.0004793836258415163
4.6899999999999995, 880, 197, -2.5451435463177785, 62.507999999999996, -0.0006711370761781229
4.7, 879, 196, -2.54562292994362, 62.507999999999996, -0.0009587672516830326
4.72, 878, 196, -2.547252834271481, 62.507999999999996, -0.0008628905265147294
4.73, 878, 195, -2.547923971347659, 62.507999999999996, -0.0010546439768513358
4.74, 877, 195, -2.548403354973501, 62.507999999999996, -0.0010546439768513358
4.76, 876, 194, -2.5488827385993424, 62.507999999999996, -0.0012463974271879426
4.77, 875, 194, -2.548786861874174, 62.507999999999996, -0.0012463974271879426
4.78, 875, 194, -2.549362122225184, 62.507999999999996, -0.0012463974271879426
4.79, 874, 193, -2.5502250127516986, 62.507999999999996, -0.001438150877524549
4.8, 874, 193, -2.5511837800033814, 62.507999999999996, -0.0013422741523562457
4.84, 872, 192, -2.5536765748577572, 62.507999999999996, -0.0015340276026928523
4.85, 871, 191, -2.554060081758431, 62.507999999999996, -0.0017257810530294589
4.86, 871, 191, -2.5542518352087673, 62.507999999999996, -0.0017257810530294589
4.87, 870, 190, -2.5546353421094405, 62.507999999999996, -0.0019175345033660652
4.88, 870, 190, -2.555402355910787, 62.507999999999996, -0.0019175345033660652
4.89, 869, 190, -2.5571281369638164, 62.507999999999996, -0.001821657778197762
4.9, 869, 189, -2.5586621645665093, 62.507999999999996, -0.0020134112285343686
4.91, 868, 189, -2.5608673292453803, 62.507999999999996, -0.0019175345033660652
4.92, 868, 189, -2.5624972335732417, 62.507999999999996, -0.001821657778197762
4.93, 867, 189, -2.563456000824924, 62.507999999999996, -0.001821657778197762
4.9399999999999995, 867, 188, -2.564894151702449, 62.507999999999996, -0.0020134112285343686
4.95, 866, 188, -2.565469412053459, 62.507999999999996, -0.0019175345033660652
4.97, 865, 187, -2.56709931638132, 62.507999999999996, -0.0021092879537026716
4.98, 864, 187, -2.5674828232819933, 62.507999999999996, -0.0021092879537026716
4.99, 864, 186, -2.5686333439840126, 62.507999999999996, -0.0023010414040392784
5.0, 863, 186, -2.5698797414112007, 62.507999999999996, -0.0023010414040392784
5.01, 863, 186, -2.571797275914567, 62.507999999999996, -0.002205164678870975
5.02, 862, 185, -2.573810687143101, 62.507999999999996, -0.0023010414040392784
5.03, 862, 185, -2.575536468196131, 62.507999999999996, -0.0023010414040392784
5.04, 861, 185, -2.577549879424665, 62.507999999999996, -0.002205164678870975
5.05, 861, 184, -2.578892153577021, 62.507999999999996, -0.0023969181292075818
5.06, 860, 184, -2.5798509208287044, 62.507999999999996, -0.0023010414040392784
5.07, 860, 184, -2.5808096880803872, 62.507999999999996, -0.0023010414040392784
5.1, 858, 183, -2.5834942363851, 62.507999999999996, -0.002492794854375885
5.11, 858, 182, -2.585124140712961, 62.507999999999996, -0.0026845483047124915
5.12, 857, 182, -2.586945798491159, 62.507999999999996, -0.002588671579544188
5.14, 856, 181, -2.5903973605972177, 62.507999999999996, -0.0026845483047124915
5.15, 856, 181, -2.592123141650247, 62.507999999999996, -0.002588671579544188
5.16, 855, 181, -2.5944241830542865, 62.507999999999996, -0.002492794854375885
5.17, 854, 181, -2.5969169779086623, 62.507999999999996, -0.0023969181292075818
5.18, 854, 180, -2.5991221425875333, 62.507999999999996, -0.002588671579544188
5.19, 853, 180, -2.600943800365731, 62.507999999999996, -0.002492794854375885
5.21, 852, 179, -2.602957211594265, 62.507999999999996, -0.0026845483047124915
5.22, 852, 179, -2.60439536247179, 62.507999999999996, -0.002588671579544188
5.24, 851, 178, -2.6089015685547, 62.507999999999996, -0.0026845483047124915
5.25, 850, 178, -2.6109149797832347, 62.507999999999996, -0.002588671579544188
5.26, 850, 178, -2.6125448841110956, 62.507999999999996, -0.002588671579544188
5.28, 849, 177, -2.613887158263452, 62.507999999999996, -0.002780425029880795
5.29, 848, 177, -2.6150376789654715, 62.507999999999996, -0.0026845483047124915
5.3, 847, 176, -2.6168593367436697, 62.507999999999996, -0.002876301755049098
5.32, 846, 176, -2.620598529025233, 62.507999999999996, -0.002780425029880795
5.33, 846, 175, -2.6229954471544406, 62.507999999999996, -0.002876301755049098
5.34, 845, 175, -2.6248171049326388, 62.507999999999996, -0.002876301755049098
5.35, 845, 175, -2.6270222696115098, 62.507999999999996, -0.002780425029880795
5.37, 844, 174, -2.6307614618930737, 62.507999999999996, -0.002876301755049098
5.4, 842, 173, -2.6351717912508152, 62.507999999999996, -0.0029721784802174012
5.41, 841, 173, -2.6373769559296862, 62.507999999999996, -0.002876301755049098
5.42, 841, 173, -2.6395821206085572, 62.507999999999996, -0.002780425029880795
5.44, 840, 172, -2.643321312890121, 62.507999999999996, -0.002876301755049098
5.45, 839, 172, -2.6452388473934874, 62.507999999999996, -0.002780425029880795
5.47, 838, 171, -2.649361546575724, 62.507999999999996, -0.002876301755049098
5.48, 838, 171, -2.651183204353922, 62.507999999999996, -0.002780425029880795
5.49, 837, 171, -2.652717231956615, 62.507999999999996, -0.002780425029880795
5.5, 837, 170, -2.6542512595593077, 62.507999999999996, -0.0029721784802174012
5.52, 835, 170, -2.6580863285660397, 62.507999999999996, -0.002780425029880795
5.53, 835, 169, -2.659812109619069, 62.507999999999996, -0.0029721784802174012
5.55, 834, 169, -2.662880164824455, 62.507999999999996, -0.002876301755049098
5.58, 832, 168, -2.669495658861068, 62.507999999999996, -0.002876301755049098
5.59, 832, 168, -2.672371960616117, 62.507999999999996, -0.002780425029880795
5.61, 830, 167, -2.67783693395071, 62.507999999999996, -0.002780425029880795
5.62, 830, 167, -2.6794668382785716, 62.507999999999996, -0.002780425029880795
5.65, 828, 166, -2.6842606745369864, 62.507999999999996, -0.002780425029880795
5.66, 828, 166, -2.686274085765521, 62.507999999999996, -0.0026845483047124915
5.67, 827, 166, -2.6879039900933823, 62.507999999999996, -0.0026845483047124915
5.68, 827, 165, -2.6890545107954016, 62.507999999999996, -0.002876301755049098
5.6899999999999995, 826, 165, -2.6905885383980945, 62.507999999999996, -0.002876301755049098
5.76, 822, 163, -2.7039154031964885, 62.507999999999996, -0.002876301755049098
5.77, 821, 163, -2.7057370609746862, 62.507999999999996, -0.002780425029880795
5.78, 821, 163, -2.7076545954780524, 62.507999999999996, -0.0026845483047124915
5.8, 820, 162, -2.7122566782861313, 62.507999999999996, -0.002780425029880795
5.8100000000000005, 819, 162, -2.7153247334915167, 62.507999999999996, -0.0026845483047124915
5.82, 819, 162, -2.7182010352465658, 62.507999999999996, -0.002492794854375885
5.83, 818, 161, -2.719926816299595, 62.507999999999996, -0.002780425029880795
5.84, 818, 161, -2.7219402275281297, 62.507999999999996, -0.0026845483047124915
5.85, 817, 161, -2.723378378405654, 62.507999999999996, -0.002588671579544188
5.86, 816, 161, -2.7240495154818323, 62.507999999999996, -0.002588671579544188
5.88, 815, 160, -2.7259670499851985, 62.507999999999996, -0.002780425029880795
5.89, 815, 160, -2.7273093241375546, 62.507999999999996, -0.002780425029880795
5.9, 814, 160, -2.7292268586409207, 62.507999999999996, -0.0026845483047124915
5.92, 813, 159, -2.733828941448999, 62.507999999999996, -0.002780425029880795
5.93, 812, 159, -2.735362969051692, 62.507999999999996, -0.0026845483047124915
5.96, 811, 158, -2.7412114492869586, 62.507999999999996, -0.002780425029880795
5.98, 810, 158, -2.7461970389957107, 62.507999999999996, -0.002588671579544188
5.99, 809, 157, -2.7478269433235716, 62.507999999999996, -0.002780425029880795
6.0, 808, 157, -2.7499362312772746, 62.507999999999996, -0.0026845483047124915
6.01, 808, 157, -2.7518537657806403, 62.507999999999996, -0.002588671579544188
6.02, 807, 157, -2.75300428648266, 62.507999999999996, -0.002588671579544188
6.03, 807, 156, -2.7541548071846798, 62.507999999999996, -0.002780425029880795
6.04, 806, 156, -2.755209451161531, 62.507999999999996, -0.002780425029880795
6.05, 805, 156, -2.7564558485887187, 62.507999999999996, -0.0026845483047124915
6.06, 805, 156, -2.7580857529165796, 62.507999999999996, -0.0026845483047124915
6.07, 804, 155, -2.7600991641451147, 62.507999999999996, -0.002876301755049098
6.08, 804, 155, -2.7624002055491537, 62.507999999999996, -0.002780425029880795
6.09, 803, 155, -2.7645094935028562, 62.507999999999996, -0.0026845483047124915
6.1, 803, 155, -2.766906411632064, 62.507999999999996, -0.002588671579544188
6.11, 802, 155, -2.7693033297612715, 62.507999999999996, -0.002492794854375885
6.12, 802, 154, -2.7711249875394692, 62.507999999999996, -0.0026845483047124915
6.14, 800, 154, -2.775151809996538, 62.507999999999996, -0.002492794854375885
6.15, 800, 154, -2.7768775910495678, 62.507999999999996, -0.0023969181292075818
6.18, 798, 153, -2.780808536781468, 62.507999999999996, -0.002588671579544188
6.19, 797, 153, -2.7816714273079826, 62.507999999999996, -0.002492794854375885
6.2, 797, 153, -2.783397208361012, 62.507999999999996, -0.002492794854375885
6.22, 796, 152, -2.7869446471922394, 62.507999999999996, -0.002588671579544188
6.24, 794, 152, -2.79087559292414, 62.507999999999996, -0.002492794854375885
6.25, 794, 151, -2.792601373977169, 62.507999999999996, -0.0026845483047124915
6.26, 793, 151, -2.794998292106377, 62.507999999999996, -0.002588671579544188
6.27, 793, 151, -2.797682840411089, 62.507999999999996, -0.002492794854375885
6.28, 792, 151, -2.7996003749144553, 62.507999999999996, -0.0023969181292075818
6.3, 791, 150, -2.802284923219168, 62.507999999999996, -0.002588671579544188
6.32, 790, 150, -2.8035313206463557, 62.507999999999996, -0.002492794854375885
6.33, 789, 150, -2.8050653482490486, 62.507999999999996, -0.002492794854375885
6.35, 788, 149, -2.808708663805444, 62.507999999999996, -0.002588671579544188
6.36, 787, 149, -2.8108179517591467, 62.507999999999996, -0.002492794854375885
6.37, 787, 149, -2.812735486262513, 62.507999999999996, -0.0023969181292075818
6.38, 786, 149, -2.814269513865206, 62.507999999999996, -0.0023969181292075818
6.39, 786, 149, -2.8166664319944137, 62.507999999999996, -0.0023010414040392784
6.4, 785, 148, -2.8192551035739575, 62.507999999999996, -0.002492794854375885
6.41, 785, 148, -2.8210767613521552, 62.507999999999996, -0.0023969181292075818
6.42, 784, 148, -2.8227066656800166, 62.507999999999996, -0.0023010414040392784
6.43, 783, 148, -2.823857186382036, 62.507999999999996, -0.0023010414040392784
6.45, 782, 147, -2.8251994605343924, 62.507999999999996, -0.002588671579544188
6.46, 781, 147, -2.8261582277860757, 62.507999999999996, -0.002492794854375885
6.48, 780, 147, -2.829609789892134, 62.507999999999996, -0.0023969181292075818
6.49, 780, 147, -2.831431447670332, 62.507999999999996, -0.0023010414040392784
6.5, 779, 146, -2.8331572287233615, 62.507999999999996, -0.002492794854375885
6.51, 779, 146, -2.8347871330512224, 62.507999999999996, -0.002492794854375885
6.52, 778, 146, -2.836512914104252, 62.507999999999996, -0.0023969181292075818
6.53, 777, 146, -2.8383345718824495, 62.507999999999996, -0.0023010414040392784
6.54, 777, 146, -2.8408273667368253, 62.507999999999996, -0.002205164678870975
6.55, 776, 146, -2.843224284866033, 62.507999999999996, -0.0021092879537026716
6.57, 775, 145, -2.845908833170746, 62.507999999999996, -0.0023010414040392784
6.58, 774, 145, -2.8473469840482704, 62.507999999999996, -0.0023010414040392784
6.6, 773, 145, -2.850798546154329, 62.507999999999996, -0.0021092879537026716
6.61, 773, 144, -2.852716080657695, 62.507999999999996, -0.0023010414040392784
6.62, 772, 144, -2.8536748479093785, 62.507999999999996, -0.0023010414040392784
6.63, 771, 144, -2.8546336151610614, 62.507999999999996, -0.0023010414040392784
6.64, 771, 144, -2.8550171220617346, 62.507999999999996, -0.002205164678870975
6.66, 770, 144, -2.857318163465774, 62.507999999999996, -0.0021092879537026716
6.6899999999999995, 768, 143, -2.862687260075199, 62.507999999999996, -0.002205164678870975
6.7, 767, 143, -2.8639336575023866, 62.507999999999996, -0.002205164678870975
6.71, 767, 143, -2.8656594385554164, 62.507999999999996, -0.0021092879537026716
6.72, 766, 143, -2.8676728497839505, 62.507999999999996, -0.0020134112285343686
6.73, 765, 142, -2.8695903842873167, 62.507999999999996, -0.002205164678870975
6.75, 764, 142, -2.8737130834695535, 62.507999999999996, -0.0021092879537026716
6.76, 764, 142, -2.874767727446405, 62.507999999999996, -0.0020134112285343686
6.77, 763, 142, -2.8762058783239293, 62.507999999999996, -0.0020134112285343686
6.78, 762, 142, -2.8771646455756126, 62.507999999999996, -0.0019175345033660652
6.79, 762, 141, -2.878602796453137, 62.507999999999996, -0.002205164678870975
6.82, 760, 141, -2.8815749749333546, 62.507999999999996, -0.0020134112285343686
6.86, 758, 140, -2.8875193318937895, 62.507999999999996, -0.0021092879537026716
6.87, 757, 140, -2.8891492362216504, 62.507999999999996, -0.0020134112285343686
6.89, 756, 140, -2.8913544009005214, 62.507999999999996, -0.0020134112285343686
6.9, 755, 140, -2.8926007983277096, 62.507999999999996, -0.0019175345033660652
6.91, 755, 139, -2.8934636888542244, 62.507999999999996, -0.002205164678870975
6.92, 754, 139, -2.894710086281412, 62.507999999999996, -0.0021092879537026716
6.93, 753, 139, -2.8969152509602836, 62.507999999999996, -0.0020134112285343686
6.9399999999999995, 753, 139, -2.8989286621888177, 62.507999999999996, -0.0020134112285343686
6.95, 752, 139, -2.9014214570431935, 62.507999999999996, -0.001821657778197762
6.96, 752, 139, -2.9028596079207176, 62.507999999999996, -0.001821657778197762
6.97, 751, 139, -2.903722498447233, 62.507999999999996, -0.0017257810530294589
6.98, 750, 138, -2.9048730191492522, 62.507999999999996, -0.0020134112285343686
7.01, 749, 138, -2.907557567453965, 62.507999999999996, -0.0019175345033660652
7.02, 748, 138, -2.908228704530143, 62.507999999999996, -0.0019175345033660652
7.03, 747, 138, -2.909475101957331, 62.507999999999996, -0.001821657778197762
7.05, 746, 137, -2.9132142942388946, 62.507999999999996, -0.0020134112285343686
7.06, 746, 137, -2.915131828742261, 62.507999999999996, -0.0019175345033660652
7.07, 745, 137, -2.9166658563449537, 62.507999999999996, -0.0019175345033660652
7.08, 744, 137, -2.917624623596637, 62.507999999999996, -0.001821657778197762
7.09, 744, 137, -2.9183916373979835, 62.507999999999996, -0.001821657778197762
7.1, 743, 137, -2.919638034825171, 62.507999999999996, -0.0017257810530294589
7.11, 743, 137, -2.9206926788020224, 62.507999999999996, -0.0017257810530294589
7.12, 742, 137, -2.9219390762292106, 62.507999999999996, -0.0016299043278611557
7.13, 741, 136, -2.9229937202060614, 62.507999999999996, -0.0019175345033660652
7.15, 740, 136, -2.9246236245339228, 62.507999999999996, -0.001821657778197762
7.16, 739, 136, -2.9260617754114473, 62.507999999999996, -0.001821657778197762
7.17, 739, 136, -2.928075186639982, 62.507999999999996, -0.0017257810530294589
7.18, 738, 136, -2.9303762280440213, 62.507999999999996, -0.0016299043278611557
7.19, 738, 136, -2.9321020090970507, 62.507999999999996, -0.0015340276026928523
7.2, 737, 135, -2.9336360366997436, 62.507999999999996, -0.001821657778197762
7.21, 736, 135, -2.9344030505010896, 62.507999999999996, -0.0017257810530294589
7.24, 735, 135, -2.8971070044106195, 62.507999999999996, -0.0033556853808906144
7.25, 734, 132, -2.8982575251126397, 62.507999999999996, -0.004218575907405343
7.26, 733, 132, -2.8995997992649953, 62.507999999999996, -0.004218575907405343
7.27, 724, 131, -2.900175059616006, 62.507999999999996, -0.004506206082910254
7.28, 723, 131, -2.9008461966921835, 62.507999999999996, -0.00441032935774195
7.3, 722, 131, -2.9042977587982426, 62.507999999999996, -0.004314452632573647
7.32, 721, 131, -2.910433869209014, 62.507999999999996, -0.004026822457068737
7.33, 720, 131, -2.913310170964063, 62.507999999999996, -0.003930945731900433
7.34, 720, 130, -2.915802965818439, 62.507999999999996, -0.00412269918223704
7.35, 719, 130, -2.9185833908483194, 62.507999999999996, -0.004026822457068737
7.37, 718, 130, -2.925870021961111, 62.507999999999996, -0.003739192281563827
7.38, 717, 130, -2.92932158406717, 62.507999999999996, -0.003547438831227221
7.4, 716, 130, -2.9348824341269313, 62.507999999999996, -0.0033556853808906144
7.41, 715, 130, -2.9370875988058023, 62.507999999999996, -0.0032598086557223114
7.42, 715, 129, -2.9393886402098417, 62.507999999999996, -0.0034515621060589178
7.43, 714, 129, -2.941306174713208, 62.507999999999996, -0.0034515621060589178
7.45, 713, 129, -2.945332997170276, 62.507999999999996, -0.0032598086557223114
7.46, 712, 129, -2.947346408398811, 62.507999999999996, -0.003163931930554008
7.47, 712, 129, -2.9499350799783546, 62.507999999999996, -0.0030680552053857046
7.48, 711, 129, -2.952811381733404, 62.507999999999996, -0.0029721784802174012
7.49, 710, 129, -2.95530417658778, 62.507999999999996, -0.002780425029880795
7.5, 710, 128, -2.957509341266651, 62.507999999999996, -0.0030680552053857046
7.51, 709, 128, -2.9594268757700166, 62.507999999999996, -0.0029721784802174012
7.53, 708, 128, -2.9628784378760757, 62.507999999999996, -0.002780425029880795
7.54, 707, 128, -2.964795972379442, 62.507999999999996, -0.002780425029880795
7.5600000000000005, 706, 128, -2.968631041386174, 62.507999999999996, -0.002588671579544188
7.57, 705, 128, -2.970836206065045, 62.507999999999996, -0.002492794854375885
7.58, 705, 128, -2.972945494018748, 62.507999999999996, -0.0023969181292075818
7.59, 704, 127, -2.974383644896272, 62.507999999999996, -0.0026845483047124915
7.6, 704, 127, -2.9759176724989653, 62.507999999999996, -0.002588671579544188
7.61, 703, 127, -2.977739330277163, 62.507999999999996, -0.002492794854375885
7.63, 702, 127, -2.982149659634905, 62.507999999999996, -0.0023010414040392784
7.64, 701, 127, -2.9849300846647857, 62.507999999999996, -0.002205164678870975
7.65, 701, 127, -2.9868476191681514, 62.507999999999996, -0.0021092879537026716
7.66, 700, 127, -2.988381646770845, 62.507999999999996, -0.0021092879537026716
7.67, 699, 127, -2.989819797648369, 62.507999999999996, -0.0020134112285343686
7.68, 699, 127, -2.990682688174884, 62.507999999999996, -0.0020134112285343686
7.6899999999999995, 698, 126, -2.9922167157775768, 62.507999999999996, -0.002205164678870975
7.71, 697, 126, -2.995572401158467, 62.507999999999996, -0.0021092879537026716
7.72, 696, 126, -2.9972023054863284, 62.507999999999996, -0.0020134112285343686
7.73, 696, 126, -2.997969319287675, 62.507999999999996, -0.0020134112285343686
7.74, 695, 126, -2.9985445796386845, 62.507999999999996, -0.0020134112285343686
7.75, 694, 126, -2.9994074701651994, 62.507999999999996, -0.0019175345033660652
7.76, 694, 126, -3.000270360691714, 62.507999999999996, -0.0019175345033660652
7.79, 692, 126, -3.0063105943773176, 62.507999999999996, -0.0016299043278611557
7.82, 690, 125, -3.0106250470098908, 62.507999999999996, -0.001821657778197762
7.83, 690, 125, -3.0114879375364056, 62.507999999999996, -0.001821657778197762
7.85, 688, 125, -3.0122549513377517, 62.507999999999996, -0.0017257810530294589
7.86, 688, 125, -3.013021965139098, 62.507999999999996, -0.0017257810530294589
7.87, 687, 125, -3.013788978940445, 62.507999999999996, -0.0017257810530294589
7.89, 686, 125, -3.0170487875961673, 62.507999999999996, -0.0015340276026928523
7.91, 685, 125, -3.020500349702226, 62.507999999999996, -0.001438150877524549
7.92, 684, 125, -3.0219385005797506, 62.507999999999996, -0.0013422741523562457
7.93, 683, 125, -3.0230890212817703, 62.507999999999996, -0.0013422741523562457
7.95, 682, 124, -3.0243354187089584, 62.507999999999996, -0.0015340276026928523
7.96, 681, 124, -3.0248148023348, 62.507999999999996, -0.0015340276026928523
7.97, 681, 124, -3.0259653230368193, 62.507999999999996, -0.0015340276026928523
7.98, 680, 124, -3.0276911040898487, 62.507999999999996, -0.001438150877524549
7.99, 680, 124, -3.0292251316925416, 62.507999999999996, -0.0013422741523562457
8.0, 679, 124, -3.0304715291197293, 62.507999999999996, -0.0013422741523562457
8.01, 678, 124, -3.0313344196462446, 62.507999999999996, -0.0012463974271879426
8.02, 678, 124, -3.0317179265469174, 62.507999999999996, -0.0012463974271879426
8.03, 677, 124, -3.0321014334475906, 62.507999999999996, -0.0012463974271879426
8.04, 676, 124, -3.0324849403482643, 62.507999999999996, -0.0012463974271879426
8.05, 676, 124, -3.032772570523769, 62.507999999999996, -0.0012463974271879426
8.06, 675, 124, -3.033156077424442, 62.507999999999996, -0.0011505207020196392
8.07, 675, 124, -3.0341148446761252, 62.507999999999996, -0.0011505207020196392
8.08, 674, 123, -3.0354571188284813, 62.507999999999996, -0.001438150877524549
8.09, 673, 123, -3.0370870231563427, 62.507999999999996, -0.0013422741523562457
8.1, 673, 123, -3.038621050759035, 62.507999999999996, -0.0012463974271879426
8.11, 672, 123, -3.0399633249113918, 62.507999999999996, -0.0012463974271879426
8.12, 672, 123, -3.040826215437906, 62.507999999999996, -0.0012463974271879426
8.13, 671, 123, -3.04120972233858, 62.507999999999996, -0.0011505207020196392
8.15, 670, 123, -3.042647873216104, 62.507999999999996, -0.0011505207020196392
8.16, 669, 123, -3.043223133567114, 62.507999999999996, -0.0010546439768513358
8.17, 668, 123, -3.043894270643292, 62.507999999999996, -0.0010546439768513358
8.18, 668, 123, -3.0440860240936285, 62.507999999999996, -0.0010546439768513358
8.19, 667, 123, -3.0440860240936285, 62.507999999999996, -0.0010546439768513358
8.2, 667, 123, -3.044181900818797, 62.507999999999996, -0.0010546439768513358
8.21, 666, 123, -3.044661284444638, 62.507999999999996, -0.0010546439768513358
8.22, 665, 123, -3.0459076818718263, 62.507999999999996, -0.0009587672516830326
8.23, 665, 123, -3.0474417094745196, 62.507999999999996, -0.0009587672516830326
8.27, 662, 122, -3.051852038832261, 62.507999999999996, -0.0010546439768513358
8.31, 660, 122, -3.052043792282598, 62.507999999999996, -0.0010546439768513358
8.32, 659, 122, -3.0529066828091125, 62.507999999999996, -0.0010546439768513358
8.33, 658, 122, -3.0532901897097857, 62.507999999999996, -0.0010546439768513358
8.34, 658, 122, -3.054248956961469, 62.507999999999996, -0.0009587672516830326
8.36, 657, 122, -3.056358244915171, 62.507999999999996, -0.0008628905265147294
8.38, 655, 122, -3.059042793219884, 62.507999999999996, -0.0007670138013464262
8.39, 655, 122, -3.060001560471567, 62.507999999999996, -0.0007670138013464262
8.4, 654, 122, -3.060672697547745, 62.507999999999996, -0.0006711370761781229
8.41, 654, 122, -3.0607685742729136, 62.507999999999996, -0.0006711370761781229
8.43, 652, 121, -3.061631464799428, 62.507999999999996, -0.0009587672516830326
8.44, 652, 121, -3.062206725150438, 62.507999999999996, -0.0009587672516830326
8.45, 651, 121, -3.0632613691272894, 62.507999999999996, -0.0009587672516830326
8.46, 651, 121, -3.0639325062034675, 62.507999999999996, -0.0008628905265147294
8.47, 650, 121, -3.064411889829309, 62.507999999999996, -0.0008628905265147294
8.48, 649, 121, -3.064411889829309, 62.507999999999996, -0.0008628905265147294
8.5, 648, 121, -3.064795396729982, 62.507999999999996, -0.0008628905265147294
8.51, 647, 121, -3.0656582872564972, 62.507999999999996, -0.0008628905265147294
8.52, 647, 121, -3.0670005614088534, 62.507999999999996, -0.0007670138013464262
8.53, 646, 121, -3.068151082110873, 62.507999999999996, -0.0007670138013464262
8.54, 646, 121, -3.0693974795380607, 62.507999999999996, -0.0006711370761781229
8.55, 645, 121, -3.069780986438734, 62.507999999999996, -0.0006711370761781229
8.56, 644, 121, -3.070068616614239, 62.507999999999996, -0.0006711370761781229
8.57, 644, 121, -3.070164493339407, 62.507999999999996, -0.0006711370761781229
8.58, 643, 121, -3.070164493339407, 62.507999999999996, -0.0006711370761781229
8.6, 642, 121, -3.070643876965249, 62.507999999999996, -0.0005752603510098196
8.61, 641, 121, -3.0715067674917633, 62.507999999999996, -0.0005752603510098196
8.62, 641, 121, -3.072177904567942, 62.507999999999996, -0.0005752603510098196
8.64, 639, 121, -3.0738078088958027, 62.507999999999996, -0.0004793836258415163
8.65, 639, 120, -3.074191315796476, 62.507999999999996, -0.0007670138013464262
8.67, 638, 120, -3.073999562346139, 62.507999999999996, -0.0007670138013464262
8.68, 637, 120, -3.074095439071308, 62.507999999999996, -0.0007670138013464262
8.72, 634, 120, -3.0769717408263566, 62.507999999999996, -0.0006711370761781229
8.73, 634, 120, -3.07793050807804, 62.507999999999996, -0.0006711370761781229
8.74, 633, 120, -3.0783140149787127, 62.507999999999996, -0.0006711370761781229
8.75, 632, 120, -3.0787933986045544, 62.507999999999996, -0.0005752603510098196
8.76, 632, 120, -3.079272782230396, 62.507999999999996, -0.0005752603510098196
8.77, 631, 120, -3.079560412405901, 62.507999999999996, -0.0005752603510098196
8.79, 630, 120, -3.080039796031742, 62.507999999999996, -0.0005752603510098196
8.8, 629, 120, -3.080231549482079, 62.507999999999996, -0.0005752603510098196
8.81, 629, 120, -3.0808068098330885, 62.507999999999996, -0.0004793836258415163
8.82, 628, 120, -3.0809026865582574, 62.507999999999996, -0.0004793836258415163
8.83, 628, 120, -3.0813820701840986, 62.507999999999996, -0.0004793836258415163
8.84, 627, 120, -3.0816697003596034, 62.507999999999996, -0.0004793836258415163
8.85, 626, 120, -3.0818614538099403, 62.507999999999996, -0.0004793836258415163
8.86, 626, 120, -3.0820532072602767, 62.507999999999996, -0.0004793836258415163
8.87, 625, 120, -3.0826284676112867, 62.507999999999996, -0.0004793836258415163
8.88, 624, 120, -3.0831078512371284, 62.507999999999996, -0.0003835069006732131
8.89, 624, 120, -3.083395481412633, 62.507999999999996, -0.0003835069006732131
8.9, 623, 120, -3.0840666184888113, 62.507999999999996, -0.0003835069006732131
8.91, 623, 119, -3.0841624952139797, 62.507999999999996, -0.0006711370761781229
8.92, 622, 119, -3.084354248664316, 62.507999999999996, -0.0006711370761781229
8.94, 621, 119, -3.085025385740494, 62.507999999999996, -0.0006711370761781229
8.95, 620, 119, -3.085025385740494, 62.507999999999996, -0.0006711370761781229
8.96, 620, 119, -3.085696522816672, 62.507999999999996, -0.0006711370761781229
8.97, 619, 119, -3.085888276267009, 62.507999999999996, -0.0006711370761781229
8.98, 618, 119, -3.086080029717346, 62.507999999999996, -0.0006711370761781229
9.0, 617, 119, -3.086847043518692, 62.507999999999996, -0.0005752603510098196
9.01, 616, 119, -3.087230550419365, 62.507999999999996, -0.0005752603510098196
9.02, 616, 119, -3.0877099340452068, 62.507999999999996, -0.0005752603510098196
9.03, 615, 119, -3.0882851943962164, 62.507999999999996, -0.0005752603510098196
9.07, 613, 119, -3.090106852174414, 62.507999999999996, -0.0004793836258415163
9.08, 612, 119, -3.0904903590750874, 62.507999999999996, -0.0004793836258415163
9.09, 611, 119, -3.0902027288995826, 62.507999999999996, -0.0004793836258415163
9.11, 610, 119, -3.090777989250592, 62.507999999999996, -0.0004793836258415163
9.13, 609, 119, -3.091545003051939, 62.507999999999996, -0.0003835069006732131
9.16, 607, 119, -3.092983153929463, 62.507999999999996, -0.0003835069006732131
9.17, 606, 119, -3.0935584142804733, 62.507999999999996, -0.0002876301755049098
9.2, 605, 119, -3.0937501677308097, 62.507999999999996, -0.0002876301755049098
9.21, 604, 119, -3.0937501677308097, 62.507999999999996, -0.0002876301755049098
9.22, 603, 118, -3.093846044455978, 62.507999999999996, -0.0006711370761781229
9.23, 603, 118, -3.093846044455978, 62.507999999999996, -0.0006711370761781229
9.25, 601, 118, -3.0939419211811465, 62.507999999999996, -0.0006711370761781229
